path	cell	dataType	antibody	view	replicate	type	lab	hub
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgTfbsUniform//wgEncodeAwgTfbsBroadNhekEzh239875UniPk.narrowPeak.gz	NHEK	ChipSeq	EZH2_(39875)	Peaks		narrowPeak	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform//wgEncodeAwgDnaseUwdukeGm12878UniPk.narrowPeak.gz	GM12878	DnaseSeq		Peaks		narrowPeak	AWG	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform//wgEncodeAwgDnaseUwdukeHmecUniPk.narrowPeak.gz	HMEC	DnaseSeq		Peaks		narrowPeak	AWG	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform//wgEncodeAwgDnaseUwNhlfUniPk.narrowPeak.gz	NHLF	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform//wgEncodeAwgDnaseUwdukeK562UniPk.narrowPeak.gz	K562	DnaseSeq		Peaks		narrowPeak	AWG	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform//wgEncodeAwgDnaseUwdukeNhekUniPk.narrowPeak.gz	NHEK	DnaseSeq		Peaks		narrowPeak	AWG	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneGm12878H3k27acStdAln.bb	GM12878	ChipSeq	H3K27ac	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneGm12878H3k27me3StdAln.bb	GM12878	ChipSeq	H3K27me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneGm12878H3k36me3StdAln.bb	GM12878	ChipSeq	H3K36me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneGm12878H3k4me1StdAln.bb	GM12878	ChipSeq	H3K4me1	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneGm12878H3k4me2StdAln.bb	GM12878	ChipSeq	H3K4me2	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneGm12878H3k4me3StdAln.bb	GM12878	ChipSeq	H3K4me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneGm12878H3k79me2StdAln.bb	GM12878	ChipSeq	H3K79me2	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneGm12878H3k9acStdAln.bb	GM12878	ChipSeq	H3K9ac	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneGm12878H3k9me3StdAln.bb	GM12878	ChipSeq	H3K9me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneGm12878H4k20me1StdAln.bb	GM12878	ChipSeq	H4K20me1	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneHmecH3k27acStdAln.bb	HMEC	ChipSeq	H3K27ac	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneHmecH3k27me3StdAln.bb	HMEC	ChipSeq	H3K27me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneHmecH3k36me3StdAln.bb	HMEC	ChipSeq	H3K36me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneHmecH3k4me1StdAln.bb	HMEC	ChipSeq	H3K4me1	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneHmecH3k4me2StdAln.bb	HMEC	ChipSeq	H3K4me2	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneHmecH3k4me3StdAln.bb	HMEC	ChipSeq	H3K4me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneHmecH3k9acStdAln.bb	HMEC	ChipSeq	H3K9ac	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneHmecH4k20me1StdAln.bb	HMEC	ChipSeq	H4K20me1	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhlfH3k27acStdAln.bb	NHLF	ChipSeq	H3K27ac	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhlfH3k27me3StdAln.bb	NHLF	ChipSeq	H3K27me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhlfH3k36me3StdAln.bb	NHLF	ChipSeq	H3K36me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhlfH3k4me1StdAln.bb	NHLF	ChipSeq	H3K4me1	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhlfH3k4me2StdAln.bb	NHLF	ChipSeq	H3K4me2	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhlfH3k4me3StdAln.bb	NHLF	ChipSeq	H3K4me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhlfH3k9acStdAln.bb	NHLF	ChipSeq	H3K9ac	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhlfH4k20me1StdAln.bb	NHLF	ChipSeq	H4K20me1	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneK562H2azStdAln.bb	K562	ChipSeq	H2A.Z	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneK562H3k27acStdAln.bb	K562	ChipSeq	H3K27ac	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneK562H3k27me3StdAln.bb	K562	ChipSeq	H3K27me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneK562H3k36me3StdAln.bb	K562	ChipSeq	H3K36me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneK562H3k4me1StdAln.bb	K562	ChipSeq	H3K4me1	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneK562H3k4me2StdAln.bb	K562	ChipSeq	H3K4me2	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneK562H3k4me3StdAln.bb	K562	ChipSeq	H3K4me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneK562H3k79me2StdAln.bb	K562	ChipSeq	H3K79me2	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneK562H3k9acStdAln.bb	K562	ChipSeq	H3K9ac	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneK562H3k9me3StdAln.bb	K562	ChipSeq	H3K9me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneK562H4k20me1StdAln.bb	K562	ChipSeq	H4K20me1	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhekH3k27acStdAln.bb	NHEK	ChipSeq	H3K27ac	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhekH3k27me3StdAln.bb	NHEK	ChipSeq	H3K27me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhekH3k36me3StdAln.bb	NHEK	ChipSeq	H3K36me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhekH3k4me1StdAln.bb	NHEK	ChipSeq	H3K4me1	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhekH3k4me2StdAln.bb	NHEK	ChipSeq	H3K4me2	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhekH3k4me3StdAln.bb	NHEK	ChipSeq	H3K4me3	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhekH3k9acStdAln.bb	NHEK	ChipSeq	H3K9ac	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhekH3k9me1StdAln.bb	NHEK	ChipSeq	H3K9me1	Peaks		bigBed	Broad	Data
http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub//wgEncodeBroadHistoneNhekH4k20me1StdAln.bb	NHEK	ChipSeq	H4K20me1	Peaks		bigBed	Broad	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqGm12878WaveSignalRep1.bigWig	GM12878	RepliSeq		WaveSignal	1	bigWig	UW	Data
